mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion,filename
-274.2835,106.6437,-49.108665,41.89187,-28.147047,6.861656,-6.3537793,-17.725922,-2.316381,-14.538607,-15.955718,-15.248437,-12.269699,disgust,d07 (4).wav
-267.93793,110.12074,-35.235462,17.609621,-24.09017,6.448734,-20.55159,-9.923766,-16.551931,-9.059765,-19.935694,-4.46521,-18.762732,anger,a14 (4).wav
-255.93881,81.544395,-18.504976,38.373096,-17.7667,18.168423,-11.3066,-4.4983983,-3.5818665,-9.512666,-13.903448,-9.263962,-11.539235,fear,f03 (4).wav
-365.7396,130.92957,-2.4326465,11.55447,-0.9678114,4.96925,-2.6405265,-6.9536104,-8.429911,-11.724564,-9.987616,-12.395605,-2.9792957,disgust,d12 (3).wav
-417.83728,77.864265,0.35213432,8.7708235,8.953236,12.188288,-15.253022,-0.21703374,2.5290394,-7.6704426,-5.7544875,4.2608914,-1.4998437,happiness,h16 (6).wav
-320.29245,79.081474,-29.737614,31.764648,-2.7983203,6.1378565,-20.056307,-12.212466,-7.494879,-0.673097,-6.3530374,-1.6856679,2.1088214,disgust,d02 (5).wav
-321.66986,108.909096,-3.6022298,7.9949455,-8.488962,0.65963423,-22.215603,0.074100256,-9.639324,-22.296337,-9.939301,-10.749117,-16.184738,sadness,s06 (5).wav
-459.0898,79.87609,-0.4229699,9.70764,7.7862926,12.964153,-14.570417,-0.6625078,4.8835397,-6.539124,-4.271035,7.452712,-1.7918558,happiness,h14 (6).wav
-313.35434,114.92181,6.140792,29.823753,-28.55349,12.202342,-18.740973,-7.082178,8.745094,-12.657196,-17.23727,-17.003197,-8.209902,fear,f06 (4).wav
-312.99942,99.87914,-27.838556,17.035442,-4.9669766,-7.230584,-22.47825,-9.013857,-13.406133,-23.123865,-22.018526,-12.875608,-17.44626,sadness,s12 (5).wav
-444.41537,68.02343,8.590949,9.722201,7.3575716,14.386944,-8.881648,3.0098855,5.328857,-2.2412863,-5.0650463,5.9011526,-0.6251498,anger,a05 (6).wav
-290.59576,114.749344,-3.1338787,26.908064,-5.0994854,15.022747,-29.407724,-2.651162,-5.988574,-17.952082,-14.005556,-12.736645,-15.036103,sadness,s05 (1).wav
-352.39832,85.44267,-15.404728,7.8949966,-18.861647,-15.660589,-24.541416,-10.9501915,-19.76335,-26.605124,-8.3042755,-9.878209,-15.372681,sadness,s16 (1).wav
-336.89523,97.899185,-23.317438,10.141161,-12.485353,-3.1468499,-42.06707,-7.689298,-12.706456,-30.153866,-26.852722,-10.971832,-18.8021,anger,a05 (1).wav
-246.84766,86.249596,-10.7030735,29.422298,8.281804,17.646374,-11.727665,-1.0183642,-11.935094,-3.9899242,-8.082558,4.829582,-2.2251842,disgust,d10 (5).wav
-319.36722,111.37956,-10.804464,14.53921,-32.594585,9.601694,-16.140755,-16.177883,-8.640998,-14.969633,-27.22905,-15.992516,-5.0185447,happiness,h06 (3).wav
-295.60162,79.51844,-48.44831,-7.081119,-37.851334,-15.979347,-35.973553,-9.978024,-15.264373,-25.984842,-22.288988,-8.891432,-17.83342,anger,a18 (2).wav
-280.62674,74.03787,-5.364359,49.711136,-7.8161483,15.296341,-8.587793,4.422372,0.31015605,-1.4720982,-14.385756,-1.5450186,-7.638659,anger,a11 (3).wav
-395.0287,66.39418,-11.13468,18.986286,2.6270602,5.4846873,-7.0380974,-0.0243686,-1.6359407,-6.8977485,-6.171639,-0.30059725,-4.198498,fear,f20 (5).wav
-319.23672,98.61633,9.766631,26.52231,-23.838083,7.593937,-10.579161,-9.312454,-13.922324,-9.550194,-14.356257,-14.985864,-13.220507,fear,f01 (3).wav
-329.00812,81.0946,7.8815913,14.216803,-1.3741208,10.664939,-12.178929,3.717861,1.8578438,-5.111371,-6.753871,5.629408,-5.6085577,fear,f01 (6).wav
-320.6271,92.62447,-34.800495,17.68459,-5.8819304,-9.244525,-19.133238,6.0427833,-7.3113065,-18.884909,-11.542898,-5.1272388,-10.379257,anger,a17 (5).wav
-354.5233,152.03816,13.723495,33.119137,-5.519617,1.8951253,-2.16438,8.324147,0.6865348,-10.454599,-6.4852796,-9.65327,-4.0270905,sadness,s13 (3).wav
-333.49728,126.53286,11.915445,30.129545,-3.3824534,27.042467,0.1443702,-6.6012383,7.732221,-3.1630492,-3.7096982,-6.140999,-8.838759,sadness,s19 (4).wav
-429.36993,55.243893,0.5016815,12.17022,12.767459,16.93624,-9.13304,3.569465,3.644844,0.2177276,-1.8145459,4.407711,-0.40808794,happiness,h10 (6).wav
-307.60284,104.31884,-19.6305,13.354792,-2.8934479,5.0901437,-26.828375,-12.119928,-16.119001,-28.46889,-19.741026,-15.150509,-18.09177,disgust,d15 (2).wav
-383.3346,71.42148,-10.933265,7.351839,2.3530202,6.0496373,-17.287598,1.5942628,-0.66396844,-11.627511,-10.7651005,4.6010356,-5.7934327,disgust,d07 (6).wav
-306.1769,74.58172,-19.501747,34.850285,-11.794357,2.0850327,-15.190927,-6.7109485,-8.743817,-8.937112,-21.027515,-13.884891,-16.240246,disgust,d03 (4).wav
-428.98532,62.847427,-7.5199065,6.6405954,5.8439198,8.223096,-13.313976,0.24778329,0.075766355,-5.3888535,-9.723929,2.8543298,-3.0732121,disgust,d12 (6).wav
-280.15927,96.891,-28.380743,14.670069,-28.837166,-9.021147,-23.069363,-8.791316,-8.625671,-2.9023478,-21.659918,-5.917004,-16.407423,anger,a13 (4).wav
-315.88626,109.49743,-25.484394,12.450234,13.937467,1.9308741,-20.827593,3.8465607,-10.360435,-7.5510187,-12.053488,-1.4987228,-4.468135,disgust,d09 (5).wav
-367.46115,100.15317,-18.99865,19.99682,-4.07723,-3.580183,-26.427065,-5.3373265,-5.2960567,-22.48419,-19.091896,-9.809348,-16.408401,sadness,s20 (5).wav
-283.68118,88.46289,-17.043652,31.89715,3.5687952,5.7473664,-18.362026,0.58796424,-12.780224,-16.957745,-16.084572,-11.993597,-12.590931,sadness,s10 (2).wav
-307.04752,81.54869,-26.575006,27.241676,-7.6578045,-1.074372,-25.356321,-4.1688876,-14.080202,-18.186512,-15.441677,-10.207689,-18.402071,sadness,s02 (5).wav
-283.4156,88.888824,-34.553867,18.063046,-31.379568,8.309066,-22.10897,-8.027993,-17.513262,-5.839076,-20.45388,-8.844854,-14.217369,anger,a12 (4).wav
-350.90784,131.4832,24.99785,53.99438,11.946642,14.431094,6.211929,-4.8318486,1.4480056,-2.8365338,-8.682272,-0.6894696,-4.986558,sadness,s14 (3).wav
-336.15872,84.15382,-12.551212,24.054039,3.1828442,1.3928427,-15.758836,-1.9425752,-4.485384,-11.164638,-13.038225,-4.4121227,-9.825227,happiness,h17 (5).wav
-258.55545,98.40987,-29.733469,34.51232,-24.815708,7.360292,-18.725878,-13.582262,-9.3947,-8.999548,-17.826273,-10.737788,-9.749284,anger,a14 (3).wav
-448.26242,54.67059,-2.288317,8.144454,5.95535,10.476619,-8.47595,3.7731638,4.3125896,-1.6474378,-0.45123532,7.576574,-0.48679173,happiness,h07 (6).wav
-382.49472,60.78137,-9.464799,46.240314,5.287859,25.068674,0.1169244,1.7757589,-10.057392,-13.325669,-10.038685,-6.564268,-8.706517,fear,f11 (3).wav
-301.06317,85.0203,-42.286934,13.171522,-11.330982,-6.015884,-34.76781,-9.790276,-11.234474,-28.107248,-19.681381,-6.418672,-23.24038,anger,a02 (1).wav
-298.23004,73.724884,-33.686226,25.416956,7.082963,1.7761511,-19.647438,1.8821589,-8.6051,-13.6607685,-9.588757,-4.1326613,-9.564561,happiness,h11 (5).wav
-331.76178,77.23654,-19.817907,17.7532,-11.351266,-7.6669664,-32.9555,-14.529814,-15.518912,-23.877108,-21.406458,-6.469789,-18.142063,happiness,h02 (1).wav
-314.40414,86.99846,-38.812813,21.099054,-7.480763,2.404496,-15.882038,-0.9904558,-6.4510665,-10.456096,-9.330831,0.29774523,-10.154202,happiness,h12 (5).wav
-300.15213,124.1224,15.096229,32.214268,-3.3895447,20.373741,6.085298,-3.6409867,-2.8719084,-7.5361094,-17.55515,-7.548344,-10.552294,sadness,s10 (3).wav
-432.97903,81.68021,14.857949,21.431562,15.870771,16.443901,-6.0934944,9.358341,4.2109036,-3.7728653,1.1534302,2.6747732,0.0091451565,sadness,s16 (6).wav
-280.08508,97.70549,-20.726133,23.97304,0.9635049,-0.84381217,-38.881706,-15.963421,-14.887767,-34.239113,-17.044844,-11.649856,-21.310781,disgust,d20 (2).wav
-287.31482,127.6691,1.8123122,35.036877,-15.609501,21.823254,-4.077202,-5.6434627,-2.4182243,-4.244113,-12.220277,-9.366868,-6.539102,sadness,s15 (3).wav
-414.54358,74.26627,-1.0425869,14.69176,3.5434217,11.53609,-11.711222,0.10825771,2.9937003,-5.283866,-7.2752943,3.0447657,-2.8455694,fear,f15 (6).wav
-283.63318,69.53858,-19.790056,26.718151,-19.793743,6.590229,-15.812326,-14.038541,-15.820203,-17.058601,-25.392666,-19.648264,-13.861984,fear,f08 (3).wav
-388.94705,61.703808,4.5890594,13.47409,5.9830027,15.074245,-13.735623,2.7660434,1.6827681,-3.2100787,-4.9908566,0.87491894,-4.818917,happiness,h17 (6).wav
-339.6643,101.48879,-25.652828,5.079512,1.029924,-5.8958826,-17.842182,-0.7874471,-11.671786,-15.340034,-7.7043233,3.3621175,0.07429164,happiness,h13 (5).wav
-302.5202,103.226906,-32.979904,1.0557581,-17.944002,0.13917515,-40.732735,-10.76993,-19.436275,-39.30084,-22.971169,-3.1170542,-20.460796,happiness,h01 (1).wav
-321.67657,97.310356,-39.015156,3.3400834,-26.572008,-13.999269,-31.016169,2.8171196,-3.4795523,-27.53359,-12.601824,-8.17956,-19.727694,anger,a13 (1).wav
-302.01566,105.90682,-33.862053,24.233631,-18.813847,5.056929,-11.057164,-8.343433,-6.765688,-9.9780655,-11.705946,-10.706491,-1.6555923,anger,a07 (3).wav
-320.8713,105.42836,-16.437555,0.6528819,-22.715555,1.8235501,-18.58675,-19.591269,-15.14644,-25.346352,-20.372425,-7.459541,-9.096742,disgust,d06 (2).wav
-331.17874,91.52861,-15.275481,21.340282,-0.98106045,3.1736069,-16.866558,-9.789214,-6.7083325,0.6072212,-5.0749674,8.859688,-2.3548265,disgust,d16 (5).wav
-431.51105,86.2783,20.48319,27.042942,15.284966,20.482197,-1.0208454,10.949785,9.737491,0.06047961,0.5703303,3.7663093,-0.1330637,sadness,s18 (6).wav
-339.41418,104.09702,-12.542333,10.209827,-4.8673496,3.9972057,-12.407556,-22.530836,-14.113672,-13.158898,-17.834215,-14.97271,-9.512082,disgust,d15 (3).wav
-361.03815,87.16807,-27.222471,7.227516,3.697617,5.390757,-16.309748,-8.725862,-9.314121,3.785217,-5.94439,3.2097743,-2.7920763,disgust,d19 (5).wav
-491.51782,61.16103,9.598834,23.46645,15.282673,19.198145,1.0306194,11.351565,8.563792,0.96113,1.4712638,6.495395,2.923153,sadness,s11 (6).wav
-430.85608,51.777912,-0.67747766,9.365821,2.3484752,12.193969,-9.413384,4.0783963,3.6201732,-2.797765,-3.9758105,2.4419785,-1.5151467,anger,a10 (6).wav
-279.59116,92.6265,-19.423132,30.099611,7.669594,14.5853195,-19.037163,2.8271732,-6.9743943,-8.887783,-7.3630285,2.864186,-5.4382715,fear,f10 (5).wav
-373.30902,68.43652,4.5505695,21.28634,2.4162476,13.214777,-9.790688,7.3902397,1.7054448,-4.4756837,-0.8253144,7.3087378,-2.5973532,fear,f03 (6).wav
-285.68808,60.733246,-39.81542,26.638237,-30.351273,2.9819179,-24.46591,-22.904112,-20.076513,-19.141912,-13.699593,-19.750517,-14.001136,fear,f07 (3).wav
-353.9835,116.60895,-4.7238283,11.5865555,-0.6053058,-1.3131112,-17.528389,-23.62615,-16.961525,-18.055737,-28.318766,-17.240404,-5.769726,disgust,d18 (3).wav
-407.30014,61.380043,-7.5611167,11.9503,4.61032,11.433699,-17.094873,0.40666866,1.8078015,-3.8853643,-6.3311806,3.6880832,-2.27691,anger,a02 (6).wav
-324.68726,93.87173,-36.10335,12.457271,10.996663,1.8621836,-26.398712,-4.998051,-4.0458374,-11.90116,-10.18771,-3.9966056,-5.7628717,happiness,h09 (5).wav
-329.4164,102.32943,-46.944,13.312085,-0.30085906,-3.5120468,-17.417732,4.2196016,-8.353911,-14.7134075,-5.4028487,-3.621499,-5.406876,anger,a14 (5).wav
-388.58072,60.41986,-5.5972347,5.1132336,-0.35073146,9.853951,-16.1895,1.39262,2.7988079,-5.78216,-7.540212,3.4412148,-3.7898579,anger,a15 (6).wav
-322.88757,82.82705,-16.081799,19.15005,-2.3108222,6.8290696,-22.497658,-2.3768206,-16.69885,-22.337307,-13.936858,-12.876674,-11.387104,disgust,d15 (1).wav
-264.83453,92.08917,-23.568758,55.79223,1.3939096,39.485287,-5.4694643,2.5162196,0.61113924,-0.5088529,-7.553501,-4.4929576,-7.354657,sadness,s10 (4).wav
-301.29837,99.52821,-12.95264,20.943615,-6.294793,0.5762453,-19.80549,0.87575716,-9.366952,-7.5914946,-7.8218746,-1.2366552,-4.2189765,fear,f16 (5).wav
-312.6573,90.132095,-42.35651,9.681581,-19.109385,-6.7416034,-31.08169,-9.382542,-10.394206,-28.432606,-11.658525,-12.318969,-20.414604,anger,a14 (1).wav
-320.54745,100.16979,2.634687,44.89049,-11.066114,19.989275,-7.3040605,2.1031294,-7.951194,-6.9600825,-11.52045,-15.172584,-14.3964815,fear,f17 (3).wav
-352.71045,86.38525,-5.413254,12.488091,9.7273445,11.062234,-17.683899,3.992275,-0.5587773,-8.04979,-9.791413,0.8690986,-4.84796,disgust,d03 (6).wav
-248.4105,80.09534,-32.15044,32.436913,-28.590017,19.865389,-17.811714,-10.143784,-4.760747,-11.446379,-16.967468,-14.488446,-10.317572,fear,f07 (4).wav
-321.0432,126.55589,5.907281,29.710142,-8.732379,21.013609,-10.064326,-7.0558605,1.5864933,-9.167192,-16.349419,-16.428247,-12.460971,fear,f05 (3).wav
-338.63675,96.71653,-12.474541,21.955189,-9.628719,-10.9561,-23.707201,6.4411807,-9.483448,-20.624266,-22.02183,-16.763466,-15.641151,sadness,s04 (2).wav
-297.83548,95.73629,-16.27523,38.113113,-21.530043,2.1079464,-13.886597,-5.736481,-4.096904,-11.672624,-23.025757,-11.133826,-9.470767,disgust,d13 (4).wav
-292.21408,87.36211,-43.018642,6.693828,-41.89814,1.8785392,-28.77087,-23.953875,-21.577917,-29.7603,-24.865496,-17.272753,-10.882451,fear,f19 (3).wav
-376.16763,86.65357,-13.067736,4.1074004,2.8624034,6.119361,-23.818405,-15.068088,-9.534813,-20.724802,-21.080313,-13.052958,-14.113843,happiness,h09 (1).wav
-369.11722,122.57809,22.741919,54.307266,-5.4638143,16.629934,-4.6102858,0.97374314,8.267357,-3.420678,-13.705729,-7.863791,-0.8681596,sadness,s18 (3).wav
-255.84868,74.782326,-20.242514,41.68754,-23.67459,6.3890967,-19.129906,-5.425879,-4.7863884,-4.643498,-20.981752,-14.027143,-13.888098,happiness,h10 (4).wav
-271.0443,80.39432,-33.89147,20.695757,-34.0492,9.38829,-23.595488,-16.262947,-11.640229,-3.2281597,-22.582304,-15.945872,-15.946787,happiness,h07 (4).wav
-302.5833,89.09371,-13.399957,29.254305,-18.528463,13.732577,-14.888538,-6.312525,-6.922874,-13.326606,-22.669008,-21.774467,-15.974802,fear,f17 (4).wav
-307.4966,118.02483,0.2790461,23.911137,2.8804996,11.855278,-15.971178,1.5810448,-8.193815,-15.780016,-15.440594,-15.93137,-6.160874,disgust,d05 (1).wav
-295.23444,126.57793,2.0339801,34.924324,-9.838219,32.346832,-10.264373,6.0541487,11.738474,-2.760062,-5.3595667,-2.809458,-5.6901183,sadness,s06 (4).wav
-272.32916,123.97004,-0.8427485,30.65013,-1.0928584,24.671707,-10.269752,-10.4002285,0.4872379,0.0065068747,-17.069492,-8.485009,-2.6055515,happiness,h14 (3).wav
-359.41272,96.41756,-27.515001,26.893183,1.0880978,-1.7798885,-16.357042,-1.3745185,-11.478925,-5.7942944,-3.1905487,-0.9464854,-2.1131938,disgust,d04 (5).wav
-304.04483,86.781334,-33.238186,27.99128,-27.673262,13.4948435,-23.96289,-10.553112,-11.273544,-8.823068,-19.306793,-7.489296,-13.844318,anger,a02 (4).wav
-333.96964,105.60652,-16.22309,31.28597,-5.8735757,21.283049,-6.7154546,-15.447104,-8.850364,-8.05917,-21.902582,-12.669758,2.6039798,happiness,h03 (3).wav
-283.96188,89.65483,-7.96708,28.910482,0.64667326,7.4674406,-35.0435,1.3677266,-13.136719,-16.12564,-3.192862,-9.805931,-15.32954,sadness,s08 (1).wav
-333.44547,88.98842,-38.14824,26.042683,1.1067964,1.1668447,-8.389432,-8.434149,-18.041706,-10.949132,-7.8946905,5.7895355,0.080232024,disgust,d11 (5).wav
-295.7651,80.88914,-33.057457,35.041832,-18.812187,2.423722,-7.3514533,-18.42376,-12.040607,-12.951736,-21.380651,-15.945956,-16.26644,disgust,d02 (4).wav
-309.77313,104.23499,-4.008255,22.320791,-13.799734,4.8227973,-26.585949,4.8545957,-15.013198,-13.42477,-6.8634033,-16.207798,-17.6667,sadness,s14 (2).wav
-248.90775,97.89863,-0.49927732,41.913445,-18.196037,21.447027,-12.878587,-6.0053763,-15.2658615,-12.291052,-17.169374,-6.0885315,-9.641439,fear,f10 (3).wav
-299.6841,108.85909,-4.7788005,29.77342,-11.853458,-7.4078283,-28.174377,3.7847924,-10.04744,-28.64338,-17.17862,-11.918623,-15.581411,sadness,s18 (5).wav
-347.25513,84.97909,-29.775621,12.929107,-5.689629,-0.2563811,-17.573534,-12.630106,-4.0127563,-8.673332,-9.852007,4.6582513,1.348587,happiness,h15 (5).wav
-414.7972,52.39126,-2.62739,8.535977,2.6604722,9.613585,-9.925123,2.1433556,1.9279586,-3.6898227,-3.8490658,3.4037623,-2.4063396,anger,a14 (6).wav
-356.30093,119.498436,-40.875053,-7.2326136,-8.593281,-12.258367,-31.119347,-1.009422,-15.69031,-36.78522,-9.297378,-5.4426036,-25.969677,happiness,h19 (1).wav
-397.63922,84.799286,-2.7680194,6.500864,14.954872,10.706548,-20.631977,-2.6670291,-0.1953022,-10.780983,-11.496268,-0.2665712,-7.5434604,disgust,d09 (6).wav
-402.48126,76.80369,9.100115,5.8976307,11.134169,11.17658,-14.2582445,2.8443108,4.226108,-6.536045,-11.824189,1.6964633,-3.5455222,disgust,d05 (6).wav
-338.6866,92.75186,-23.20335,11.895607,0.4035574,-1.5201526,-22.289698,-7.818769,-8.090983,-11.414271,-3.7380037,0.37534097,-3.549899,happiness,h16 (5).wav
-300.10403,96.68312,6.6081233,7.504838,-31.662407,-7.736998,-28.512032,2.2214801,-12.658315,-39.17197,-25.874384,-0.29130492,-13.4140005,disgust,d13 (1).wav
-298.93753,124.582695,-22.051962,23.848635,-24.513931,-8.559444,-21.232325,-11.763245,2.4866984,-12.409864,-23.130848,-12.434871,-6.9227114,anger,a13 (3).wav
-318.44955,84.082886,-43.206047,2.7655706,-28.93471,-15.348676,-38.203304,-14.293554,-13.885545,-19.910624,-18.765549,-13.928578,-19.608347,anger,a16 (2).wav
-238.94145,71.75607,-28.110115,31.660835,-16.943504,4.0168853,-35.335915,-5.045878,-20.679354,-17.573921,-16.593613,-17.654755,-22.590328,fear,f10 (01).wav
-295.97293,77.05035,-46.728092,-5.642793,-36.145256,-5.1009483,-27.457834,-19.593307,-11.265622,-19.819056,-15.112049,-8.760751,-15.983666,anger,a12 (2).wav
-296.96185,85.00041,-29.516243,32.60494,-26.462234,6.2533736,-20.164577,-9.440359,-8.170146,-10.607476,-20.006638,-9.175213,-14.210247,anger,a03 (4).wav
-356.61575,131.18518,17.641773,21.930225,2.506422,27.413094,-5.459808,-10.378426,-5.7529087,-8.76102,-13.164416,-16.544413,-6.8618326,disgust,d14 (3).wav
-330.0946,118.195366,-22.556322,2.7123413,0.33178896,1.6076988,-8.346694,-0.3590491,-9.835405,-6.9655185,-6.9851565,5.0566206,0.019200968,disgust,d06 (5).wav
-261.75708,91.29806,-42.085896,18.752768,-28.214758,2.2573428,-23.169825,-15.595437,-14.11501,-7.5716047,-21.816597,-6.9804244,-16.51441,anger,a15 (4).wav
-443.82355,75.90367,9.95015,23.382807,13.412675,16.116488,-5.825246,10.739206,7.2303514,-0.40484697,1.0145869,6.0331936,2.688579,sadness,s03 (6).wav
-296.89185,77.30833,-50.26727,20.469723,-34.221607,9.689398,-27.690538,-12.247959,-14.21426,-23.43123,-15.216597,-10.729158,-9.221371,anger,a20 (3).wav
-305.1477,82.8835,-49.50643,0.1479251,-19.478973,-12.035483,-35.18963,-18.47006,-14.058363,-25.130455,-26.250608,-8.094178,-20.736652,happiness,h07 (2).wav
-267.62222,85.42947,-38.657524,23.487305,-22.039112,11.16454,-21.309174,-17.29316,-15.667794,-14.082056,-15.202564,-17.412874,-14.092871,happiness,h08 (4).wav
-293.82584,113.444244,-28.982565,12.348976,-25.911572,1.9713782,-19.93995,-7.828976,-10.045029,-4.684811,-19.937788,-8.239122,-15.311302,anger,a06 (4).wav
-295.98865,105.36255,-16.353527,5.4801183,-17.24374,6.9420037,-33.473927,0.5788547,-10.5783825,-24.458992,-24.915009,-8.813286,-21.125818,anger,a01 (1).wav
-507.0588,76.38132,23.125002,22.019897,15.867227,17.89057,0.25506598,9.436746,7.4912047,-0.89025337,1.6962601,5.2321553,2.1256418,sadness,s19 (6).wav
-353.45703,136.48425,22.349712,34.427383,-3.3225446,25.445177,-2.9838548,-3.64975,8.419912,-4.5726824,-14.717541,-8.789045,-8.30001,sadness,s09 (3).wav
-283.53406,86.07691,-23.171095,20.529007,-22.04041,5.28669,-21.43489,-18.199654,-21.179932,-16.935406,-23.688774,-19.407652,-10.203717,fear,f18 (3).wav
-287.68256,80.029144,-26.924553,14.3022785,-33.062317,-3.5103557,-28.0372,-13.382411,-19.931856,-18.690279,-24.988712,-21.274763,-24.464457,fear,f16 (2).wav
